Actual,Predicted
4.766816149594089,3.9435063965575425
6.027017835548597,3.9583405855350486
6.587323834898674,3.9620048105482732
6.571583015878139,3.968564183377961
6.402010126750565,3.9771018543187626
6.2324372376229915,3.9762065865089973
6.062864348495418,3.9825825132262187
5.893291459367845,4.003054845472783
5.723718506764107,4.011247142608073
5.554145617636534,4.0179088390132955
5.38457272850896,4.019361237109952
5.214999807643305,4.023914699697411
5.0454268867776495,4.019027606394685
4.875853997650076,4.013162091508031
4.706281088686201,3.9946829107948356
4.5367081876568465,3.976095630175229
4.367135266791191,3.9572654897541355
4.197562377663617,3.9222641619240926
4.027989488536043,3.8825951144123207
3.8584165359323066,3.850978906904667
3.691336863554022,3.8020415778104035
3.5752402300667327,3.7657325140602818
3.520322811610728,3.7376184134443164
3.592771076897491,3.691263040775891
3.703993058410096,3.6743621948677028
3.8122966598304036,3.6240974522426805
3.868721446740641,3.6076821355089748
3.9347635706563637,3.5865480007819364
3.922668822466297,3.5622969325232248
3.7523600541754645,3.5357801460851475
3.752287881777584,3.5241552484571828
3.8424473296755597,3.5076760747030127
3.859176345609199,3.4933818774482575
3.710703885365855,3.4708453003652235
3.66583671135029,3.4532742096468176
3.5671904369184624,3.454533068921014
3.521329035754262,3.4481613316305824
3.471434613067,3.444519958036212
3.4609433997188432,3.4465585585026344
3.454781768529541,3.4460986102220357
3.444434899977144,3.460236402209969
3.44400199254219,3.4738470881363384
3.476722304437468,3.4745804917292222
3.5347627501368404,3.4871596899989914
3.9914208707534398,3.4996986443811124
4.329452642339459,3.5314499291646584
4.735671252600296,3.563420587569202
4.865378177271563,3.602552626737907
4.793479131554817,4.400450350338306
6.357707446256855,4.44006585570618
6.6443895406316,4.445104403134977
4.826552291573858,4.438756120286952
6.964180928831448,4.4456870825776695
7.385653259886922,4.423739310387105
6.769550443311946,4.406527304325523
6.496273879903194,4.372063968719081
7.521233266993708,4.311323977001018
7.583398774653192,4.252317138450697
7.008148328229639,4.169611093406987
6.631905937464036,4.106114681027752
5.229391409070924,4.047243522776877
4.479474508126303,3.99104928129241
4.107940636346507,3.925374938267908
4.41222175095159,3.871948320987467
4.167185669200298,3.8195407500355834
3.743881289114375,3.7684838883664558
3.64854237670467,3.7263103253482956
3.665886730567115,3.6823657773689575
3.661523125184633,3.6575637360112125
3.5077188576372,3.6298806385452975
3.5073500611273634,3.595013054991713
3.5852504210480154,3.571269922993193
3.599261387661309,3.5503384041799926
3.561910743544593,3.538506066449765
3.5548311200789984,3.5302952977509015
3.488283852854277,3.5253823696496376
3.490837498911201,3.5210331098801038
3.5158528201782495,3.527869746591886
3.536434458378331,3.5673812462658923
3.5142974002682603,3.605689618737241
3.461019571115023,3.6401910717798547
3.456188908121634,3.686503153704785
3.7393432512346423,3.754741172020042
3.562664459509792,3.8334461557890047
3.558374994286259,3.9612837213311054
3.6122020192059514,4.116728847704576
3.7363726937359614,4.308716344467051
3.826969111543354,4.542935342115904
4.214454273432755,4.807451353904826
4.075057888948875,5.084541977810704
3.9464052894676516,5.325472357831747
3.9280486812261426,5.601711036409437
4.112424529058789,5.844350067799118
4.029344768102571,6.098650686039257
4.066434842568189,6.291537481347878
5.413081777814117,6.469065711092459
3.45778838048908,3.449284605819579
3.433530710709366,3.45457927956803
3.43372723291151,3.4556441556866218
3.434308547616688,3.467831198218393
3.436292939439496,3.4741131802136596
3.438489722505319,3.4867359231315787
3.439868805633152,3.487765379550947
3.4400973198216915,3.501142727100353
3.4392794929313752,3.5059925598951143
3.4424103912190147,3.5091823640624664
3.4430918713101692,3.5151296997238504
3.4443507305843655,3.519000349220722
3.449057107249655,3.525566323571412
3.455226736435557,3.525174675642721
3.473226545162128,3.5331738148125322
3.469586568043354,3.53523437803152
3.4908816783209855,3.538746133300058
3.50333722502429,3.531913686015066
3.503397273474945,3.5314075270874516
3.5354562906990568,3.5280841690721316
3.5415456860143157,3.5155190625106556
3.5548511785466586,3.5110503406014466
3.5330669209532264,3.5081300562242435
3.521024350169543,3.496721739266083
3.514902708963235,3.4938062790773055
3.4944214900537833,3.4840906174945845
3.484531649878465,3.483012157477007
3.4793961743480297,3.479065209631629
3.4928861286114543,3.470562069723762
3.4815971468406417,3.471234028390394
3.485982841928015,3.467001818666323
3.479668867946353,3.4623832930112934
3.4929141850757137,3.4627711323701753
3.4879591088018973,3.453655066627716
3.49353155424175,3.454132534329436
3.4913586382133976,3.4464261472256084
3.49466600023552,3.4434440370651735
3.48626340657061,3.4381034065743608
3.513451516913684,3.433427879324524
3.4965662226655496,3.436298017532575
3.487173400850304,3.4354065582926183
3.4987310137449765,3.4397659742483095
3.490091907894929,3.433603454392718
3.4855057550832766,3.425386338077506
3.4767022459698076,3.430964242467418
3.469229705052252,3.4355708346037126
3.474224771309063,3.42794671260776
3.467473827417983,3.4407711827732275
3.502972364036589,3.5400060081928704
3.4711299274822816,3.530877755027022
3.5737409230852624,3.5191096551742396
3.634126559120681,3.514693745433048
3.505854816620356,3.5070546430625136
3.528893744061195,3.51181637094236
3.555199916588835,3.5093958978764235
3.5178693309397797,3.5108489942108783
3.4828318851727147,3.5107069345570032
3.4590712337530736,3.5018813357386422
3.4552027424457608,3.4964500612863754
3.441941429323202,3.4927403873400973
3.437086645387689,3.486080214362798
3.4380367566027035,3.4783041304314666
3.4406705095779433,3.4785666678436327
3.438814466557698,3.4754282793687024
3.443067877320373,3.4704808202345037
3.450961265201821,3.4608862711717086
3.4396242954514156,3.460051686574233
3.43717487725493,3.4551395201869313
3.43877841209684,3.4519294036472647
3.457563928775004,3.4524212169619317
3.4514985274495418,3.4490239726923173
3.439038918271774,3.444973177843481
3.435418999620661,3.443303373886895
3.4353828182074757,3.4423067981202102
3.4347815719869637,3.4420179815763623
3.4346331647167405,3.446012155687372
3.4342964871456263,3.4468888884574005
3.4347494530482416,3.453615076644722
3.436260820500774,3.462056263817029
3.4388826399572787,3.47357083987286
3.440113315814889,3.483208425774497
3.442350215816033,3.4960222319444996
3.4441181539213637,3.511375592463134
3.4457978601594528,3.5293926667061717
3.4527893787101336,3.552198890531682
3.4612802042422848,3.5834562038110023
3.468636456828339,3.6119655070208134
3.4921363481683922,3.639322590911079
3.522816282264671,3.6727940797250165
3.5145459729244597,3.7059499015779527
3.5021465391496744,3.7317721318351977
3.480723207021807,3.754324958816083
3.4780372766401837,3.7952837784936673
3.4730862628408303,3.8390964230052878
3.4782256738934016,3.867824401598298
3.480294235108988,3.909266338356152
4.000941977895085,3.9238112029805023
3.844868691407785,3.8413163113946185
3.757299007503756,3.782732827116648
3.647532217039,3.708749009959066
3.5723298479710337,3.6531025042892944
3.5203027531430675,3.595362427795524
3.4804023984915635,3.558904258537381
3.4632445375974323,3.506868784855835
3.7523520561788652,3.485365091904998
3.872068862221921,3.512184659642889
4.010871935005724,3.5426973975245533
4.177372260439899,3.615860785269116
4.359964142435935,3.7222512785982067
4.557392879408343,3.86374186866772
4.768391633922629,4.032836020570304
4.997053464050729,4.21258731251239
5.2316163438152525,4.442317831296151
5.4849126739348435,4.646822986187899
5.734600987183974,4.880402413882537
5.964926468048062,5.101156673173911
3.7413596985200095,5.303685878572593
3.8580819530745876,5.5316219896908505
3.994086806143566,5.664947577375371
4.155211208340032,5.877644077259957
4.337410268098353,5.984155175299665
4.532634112925053,6.083443320696634
4.742586549978079,6.1895761008019825
4.961290342913684,6.26877721426473
5.196218036058785,6.344200480381617
5.435787963205978,6.45918424977072
5.668691211069113,6.606559778432914
5.924400873186249,6.724363032051609
